all’	a,l’
inserendoli	inserendo,li
inserendolo	inserendo,lo
inserendomene	inserendo,me,ne
inserendomi	inserendo,mi
inserendone	inserendo,ne
inserendosela	inserendo,se,la
inserendosele	inserendo,se,le
inserendoseli	inserendo,se,li
inserendoselo	inserendo,se,lo
inserendosene	inserendo,se,ne
inserendosi	inserendo,si
inserendoti	inserendo,ti
inserendovi	inserendo,vi
inserirci	inserir,ci
inserirgli	inserir,gli
inserirgliela	inserir,glie,la
inserirglieli	inserir,glie,li
inserirglielo	inserir,glie,lo
inserirgliene	inserir,glie,ne
inserirl'	inserir,l'
inserirla	inserir,la
inserirle	inserir,le
inserirli	inserir,li
inserirlo	inserir,lo
inserirmene	inserir,me,ne
inserirmi	inserir,mi
inserirne	inserir,ne
inserirsela	inserir,se,la
inserirsele	inserir,se,le
inserirseli	inserir,se,li
inserirselo	inserir,se,lo
inserirsene	inserir,se,ne
inserirsi	inserir,si
inserirti	inserir,ti
inserirvi	inserir,vi
insultarci	insultar,ci
insultargli	insultar,gli
insultargliela	insultar,glie,la
insultarglieli	insultar,glie,li
insultarglielo	insultar,glie,lo
insultargliene	insultar,glie,ne
insultarl'	insultar,l'
insultarla	insultar,la
insultarle	insultar,le
insultarli	insultar,li
insultarlo	insultar,lo
insultarmene	insultar,me,ne
insultarmi	insultar,mi
insultarne	insultar,ne
insultarsela	insultar,se,la
insultarsele	insultar,se,le
insultarseli	insultar,se,li
insultarselo	insultar,se,lo
insultarsene	insultar,se,ne
insultarsi	insultar,si
insultarti	insultar,ti
insultarvi	insultar,vi
integrarci	integrar,ci
integrargli	integrar,gli
integrargliela	integrar,glie,la
integrarglieli	integrar,glie,li
integrarglielo	integrar,glie,lo
integrargliene	integrar,glie,ne
integrarl'	integrar,l'
integrarla	integrar,la
integrarle	integrar,le
integrarli	integrar,li
integrarlo	integrar,lo
integrarmene	integrar,me,ne
integrarmi	integrar,mi
integrarne	integrar,ne
integrarsela	integrar,se,la
integrarsele	integrar,se,le
integrarseli	integrar,se,li
integrarselo	integrar,se,lo
integrarsene	integrar,se,ne
integrarsi	integrar,si
integrarti	integrar,ti
integrarvi	integrar,vi
intenderci	intender,ci
intendergli	intender,gli
intendergliela	intender,glie,la
intenderglieli	intender,glie,li
intenderglielo	intender,glie,lo
intendergliene	intender,glie,ne
intenderl'	intender,l'
intenderla	intender,la
intenderle	intender,le
intenderli	intender,li
intenderlo	intender,lo
intendermene	intender,me,ne
intendermi	intender,mi
intenderne	intender,ne
intendersela	intender,se,la
intendersele	intender,se,le
intenderseli	intender,se,li
intenderselo	intender,se,lo
intendersene	intender,se,ne
intendersi	intender,si
intenderti	intender,ti
intendervi	intender,vi
intendiamoci	intendiamo,ci
intendiamogli	intendiamo,gli
intendiamogliela	intendiamo,glie,la
intendiamoglieli	intendiamo,glie,li
intendiamoglielo	intendiamo,glie,lo
intendiamogliene	intendiamo,glie,ne
intendiamol'	intendiamo,l'
intendiamola	intendiamo,la
intendiamole	intendiamo,le
intendiamoli	intendiamo,li
intendiamolo	intendiamo,lo
intendiamomene	intendiamo,me,ne
intendiamomi	intendiamo,mi
intendiamone	intendiamo,ne
intendiamosela	intendiamo,se,la
intendiamosele	intendiamo,se,le
intendiamoseli	intendiamo,se,li
intendiamoselo	intendiamo,se,lo
intendiamosene	intendiamo,se,ne
intendiamosi	intendiamo,si
intendiamoti	intendiamo,ti
intendiamovi	intendiamo,vi
interccettarci	interccettar,ci
interccettargli	interccettar,gli
interccettargliela	interccettar,glie,la
interccettarglieli	interccettar,glie,li
interccettarglielo	interccettar,glie,lo
interccettargliene	interccettar,glie,ne
interccettarl'	interccettar,l'
interccettarla	interccettar,la
interccettarle	interccettar,le
interccettarli	interccettar,li
interccettarlo	interccettar,lo
interccettarmene	interccettar,me,ne
interccettarmi	interccettar,mi
interccettarne	interccettar,ne
interccettarsela	interccettar,se,la
interccettarsele	interccettar,se,le
interccettarseli	interccettar,se,li
interccettarselo	interccettar,se,lo
interccettarsene	interccettar,se,ne
interccettarsi	interccettar,si
interccettarti	interccettar,ti
interccettarvi	interccettar,vi
interpellarci	interpellar,ci
interpellargli	interpellar,gli
interpellargliela	interpellar,glie,la
interpellarglieli	interpellar,glie,li
interpellarglielo	interpellar,glie,lo
interpellargliene	interpellar,glie,ne
interpellarl'	interpellar,l'
interpellarla	interpellar,la
interpellarle	interpellar,le
interpellarli	interpellar,li
interpellarlo	interpellar,lo
interpellarmene	interpellar,me,ne
interpellarmi	interpellar,mi
interpellarne	interpellar,ne
interpellarsela	interpellar,se,la
interpellarsele	interpellar,se,le
interpellarseli	interpellar,se,li
interpellarselo	interpellar,se,lo
interpellarsene	interpellar,se,ne
interpellarsi	interpellar,si
interpellarti	interpellar,ti
interpellarvi	interpellar,vi
interrogarci	interrogar,ci
interrogargli	interrogar,gli
interrogargliela	interrogar,glie,la
interrogarglieli	interrogar,glie,li
interrogarglielo	interrogar,glie,lo
interrogargliene	interrogar,glie,ne
interrogarl'	interrogar,l'
interrogarla	interrogar,la
interrogarle	interrogar,le
interrogarli	interrogar,li
interrogarlo	interrogar,lo
interrogarmene	interrogar,me,ne
interrogarmi	interrogar,mi
interrogarne	interrogar,ne
interrogarsela	interrogar,se,la
interrogarsele	interrogar,se,le
interrogarseli	interrogar,se,li
interrogarselo	interrogar,se,lo
interrogarsene	interrogar,se,ne
interrogarsi	interrogar,si
interrogarti	interrogar,ti
interrogarvi	interrogar,vi
interromperci	interromper,ci
interrompergli	interromper,gli
interrompergliela	interromper,glie,la
interromperglieli	interromper,glie,li
interromperglielo	interromper,glie,lo
interrompergliene	interromper,glie,ne
interromperl'	interromper,l'
interromperla	interromper,la
interromperle	interromper,le
interromperli	interromper,li
interromperlo	interromper,lo
interrompermene	interromper,me,ne
interrompermi	interromper,mi
interromperne	interromper,ne
interrompersela	interromper,se,la
interrompersele	interromper,se,le
interromperseli	interromper,se,li
interromperselo	interromper,se,lo
interrompersene	interromper,se,ne
interrompersi	interromper,si
interromperti	interromper,ti
interrompervi	interromper,vi
intitolarci	intitolar,ci
intitolargli	intitolar,gli
intitolargliela	intitolar,glie,la
intitolarglieli	intitolar,glie,li
intitolarglielo	intitolar,glie,lo
intitolargliene	intitolar,glie,ne
intitolarl'	intitolar,l'
intitolarla	intitolar,la
intitolarle	intitolar,le
intitolarli	intitolar,li
intitolarlo	intitolar,lo
intitolarmene	intitolar,me,ne
intitolarmi	intitolar,mi
intitolarne	intitolar,ne
intitolarsela	intitolar,se,la
intitolarsele	intitolar,se,le
intitolarseli	intitolar,se,li
intitolarselo	intitolar,se,lo
intitolarsene	intitolar,se,ne
intitolarsi	intitolar,si
intitolarti	intitolar,ti
intitolarvi	intitolar,vi
intrattenerci	intrattener,ci
intrattenergli	intrattener,gli
intrattenergliela	intrattener,glie,la
intrattenerglieli	intrattener,glie,li
intrattenerglielo	intrattener,glie,lo
intrattenergliene	intrattener,glie,ne
intrattenerl'	intrattener,l'
intrattenerla	intrattener,la
intrattenerle	intrattener,le
intrattenerli	intrattener,li
intrattenerlo	intrattener,lo
intrattenermene	intrattener,me,ne
intrattenermi	intrattener,mi
intrattenerne	intrattener,ne
intrattenersela	intrattener,se,la
intrattenersele	intrattener,se,le
intrattenerseli	intrattener,se,li
intrattenerselo	intrattener,se,lo
intrattenersene	intrattener,se,ne
intrattenersi	intrattener,si
intrattenerti	intrattener,ti
intrattenervi	intrattener,vi
intrufolarci	intrufolar,ci
intrufolargli	intrufolar,gli
intrufolargliela	intrufolar,glie,la
intrufolarglieli	intrufolar,glie,li
intrufolarglielo	intrufolar,glie,lo
intrufolargliene	intrufolar,glie,ne
intrufolarl'	intrufolar,l'
intrufolarla	intrufolar,la
intrufolarle	intrufolar,le
intrufolarli	intrufolar,li
intrufolarlo	intrufolar,lo
intrufolarmene	intrufolar,me,ne
intrufolarmi	intrufolar,mi
intrufolarne	intrufolar,ne
intrufolarsela	intrufolar,se,la
intrufolarsele	intrufolar,se,le
intrufolarseli	intrufolar,se,li
intrufolarselo	intrufolar,se,lo
intrufolarsene	intrufolar,se,ne
intrufolarsi	intrufolar,si
intrufolarti	intrufolar,ti
intrufolarvi	intrufolar,vi
inventarci	inventar,ci
inventargli	inventar,gli
inventargliela	inventar,glie,la
inventarglieli	inventar,glie,li
inventarglielo	inventar,glie,lo
inventargliene	inventar,glie,ne
inventarl'	inventar,l'
inventarla	inventar,la
inventarle	inventar,le
inventarli	inventar,li
inventarlo	inventar,lo
inventarmene	inventar,me,ne
inventarmi	inventar,mi
inventarne	inventar,ne
inventarsela	inventar,se,la
inventarsele	inventar,se,le
inventarseli	inventar,se,li
inventarselo	inventar,se,lo
inventarsene	inventar,se,ne
inventarsi	inventar,si
inventarti	inventar,ti
inventarvi	inventar,vi
invitarci	invitar,ci
invitargli	invitar,gli
invitargliela	invitar,glie,la
invitarglieli	invitar,glie,li
invitarglielo	invitar,glie,lo
invitargliene	invitar,glie,ne
invitarl'	invitar,l'
invitarla	invitar,la
invitarle	invitar,le
invitarli	invitar,li
invitarlo	invitar,lo
invitarmene	invitar,me,ne
invitarmi	invitar,mi
invitarne	invitar,ne
invitarsela	invitar,se,la
invitarsele	invitar,se,le
invitarseli	invitar,se,li
invitarselo	invitar,se,lo
invitarsene	invitar,se,ne
invitarsi	invitar,si
invitarti	invitar,ti
invitarvi	invitar,vi
iperventilarci	iperventilar,ci
iperventilargli	iperventilar,gli
iperventilargliela	iperventilar,glie,la
iperventilarglieli	iperventilar,glie,li
iperventilarglielo	iperventilar,glie,lo
iperventilargliene	iperventilar,glie,ne
iperventilarl'	iperventilar,l'
iperventilarla	iperventilar,la
iperventilarle	iperventilar,le
iperventilarli	iperventilar,li
iperventilarlo	iperventilar,lo
iperventilarmene	iperventilar,me,ne
iperventilarmi	iperventilar,mi
iperventilarne	iperventilar,ne
iperventilarsela	iperventilar,se,la
iperventilarsele	iperventilar,se,le
iperventilarseli	iperventilar,se,li
iperventilarselo	iperventilar,se,lo
iperventilarsene	iperventilar,se,ne
iperventilarsi	iperventilar,si
iperventilarti	iperventilar,ti
iperventilarvi	iperventilar,vi
irrigarci	irrigar,ci
irrigargli	irrigar,gli
irrigargliela	irrigar,glie,la
irrigarglieli	irrigar,glie,li
irrigarglielo	irrigar,glie,lo
irrigargliene	irrigar,glie,ne
irrigarl'	irrigar,l'
irrigarla	irrigar,la
irrigarle	irrigar,le
irrigarli	irrigar,li
irrigarlo	irrigar,lo
irrigarmene	irrigar,me,ne
irrigarmi	irrigar,mi
irrigarne	irrigar,ne
irrigarsela	irrigar,se,la
irrigarsele	irrigar,se,le
irrigarseli	irrigar,se,li
irrigarselo	irrigar,se,lo
irrigarsene	irrigar,se,ne
irrigarsi	irrigar,si
irrigarti	irrigar,ti
irrigarvi	irrigar,vi
iscriverci	iscriver,ci
iscrivergli	iscriver,gli
iscrivergliela	iscriver,glie,la
iscriverglieli	iscriver,glie,li
iscriverglielo	iscriver,glie,lo
iscrivergliene	iscriver,glie,ne
iscriverl'	iscriver,l'
iscriverla	iscriver,la
iscriverle	iscriver,le
iscriverli	iscriver,li
iscriverlo	iscriver,lo
iscrivermene	iscriver,me,ne
iscrivermi	iscriver,mi
iscriverne	iscriver,ne
iscriversela	iscriver,se,la
iscriversele	iscriver,se,le
iscriverseli	iscriver,se,li
iscriverselo	iscriver,se,lo
iscriversene	iscriver,se,ne
iscriversi	iscriver,si
iscriverti	iscriver,ti
iscrivervi	iscriver,vi
iscriveteci	iscrivete,ci
iscrivetegli	iscrivete,gli
iscrivetegliela	iscrivete,glie,la
iscriveteglieli	iscrivete,glie,li
iscriveteglielo	iscrivete,glie,lo
iscrivetegliene	iscrivete,glie,ne
iscrivetel'	iscrivete,l'
iscrivetela	iscrivete,la
iscrivetele	iscrivete,le
iscriveteli	iscrivete,li
iscrivetelo	iscrivete,lo
iscrivetemene	iscrivete,me,ne
iscrivetemi	iscrivete,mi
iscrivetene	iscrivete,ne
iscrivetesela	iscrivete,se,la
iscrivetesele	iscrivete,se,le
iscriveteseli	iscrivete,se,li
iscriveteselo	iscrivete,se,lo
iscrivetesene	iscrivete,se,ne
iscrivetesi	iscrivete,si
iscriveteti	iscrivete,ti
iscrivetevi	iscrivete,vi
iscrivici	iscrivi,ci
iscrivigli	iscrivi,gli
iscrivigliela	iscrivi,glie,la
iscriviglieli	iscrivi,glie,li
iscriviglielo	iscrivi,glie,lo
iscrivigliene	iscrivi,glie,ne
iscrivil'	iscrivi,l'
iscrivila	iscrivi,la
iscrivile	iscrivi,le
iscrivili	iscrivi,li
iscrivilo	iscrivi,lo
iscrivimene	iscrivi,me,ne
iscrivimi	iscrivi,mi
iscrivine	iscrivi,ne
iscrivisela	iscrivi,se,la
iscrivisele	iscrivi,se,le
iscriviseli	iscrivi,se,li
iscriviselo	iscrivi,se,lo
iscrivisene	iscrivi,se,ne
iscrivisi	iscrivi,si
iscriviti	iscrivi,ti
iscrivivi	iscrivi,vi
isolarci	isolar,ci
isolargli	isolar,gli
isolargliela	isolar,glie,la
isolarglieli	isolar,glie,li
isolarglielo	isolar,glie,lo
isolargliene	isolar,glie,ne
isolarl'	isolar,l'
isolarla	isolar,la
isolarle	isolar,le
isolarli	isolar,li
isolarlo	isolar,lo
isolarmene	isolar,me,ne
isolarmi	isolar,mi
isolarne	isolar,ne
isolarsela	isolar,se,la
isolarsele	isolar,se,le
isolarseli	isolar,se,li
isolarselo	isolar,se,lo
isolarsene	isolar,se,ne
isolarsi	isolar,si
isolarti	isolar,ti
isolarvi	isolar,vi
ispirandoci	ispirando,ci
ispirandogli	ispirando,gli
ispirandogliela	ispirando,glie,la
ispirandoglieli	ispirando,glie,li
ispirandoglielo	ispirando,glie,lo
ispirandogliene	ispirando,glie,ne
ispirandol'	ispirando,l'
ispirandola	ispirando,la
ispirandole	ispirando,le
ispirandoli	ispirando,li
ispirandolo	ispirando,lo
ispirandomene	ispirando,me,ne
ispirandomi	ispirando,mi
ispirandone	ispirando,ne
ispirandosela	ispirando,se,la
ispirandosele	ispirando,se,le
ispirandoseli	ispirando,se,li
ispirandoselo	ispirando,se,lo
ispirandosene	ispirando,se,ne
ispirandosi	ispirando,si
ispirandoti	ispirando,ti
ispirandovi	ispirando,vi
istituirci	istituir,ci
istituirgli	istituir,gli
istituirgliela	istituir,glie,la
istituirglieli	istituir,glie,li
istituirglielo	istituir,glie,lo
istituirgliene	istituir,glie,ne
istituirl'	istituir,l'
istituirla	istituir,la
istituirle	istituir,le
istituirli	istituir,li
istituirlo	istituir,lo
istituirmene	istituir,me,ne
istituirmi	istituir,mi
istituirne	istituir,ne
istituirsela	istituir,se,la
istituirsele	istituir,se,le
istituirseli	istituir,se,li
istituirselo	istituir,se,lo
istituirsene	istituir,se,ne
istituirsi	istituir,si
istituirti	istituir,ti
istituirvi	istituir,vi
kolci	kol,ci
kolgli	kol,gli
kolgliela	kol,glie,la
kolglieli	kol,glie,li
kolglielo	kol,glie,lo
kolgliene	kol,glie,ne
koll'	kol,l'
kolla	kol,la
kolle	kol,le
kolli	kol,li
kollo	kol,lo
kolmene	kol,me,ne
kolmi	kol,mi
kolne	kol,ne
kolsela	kol,se,la
kolsele	kol,se,le
kolseli	kol,se,li
kolselo	kol,se,lo
kolsene	kol,se,ne
kolsi	kol,si
kolti	kol,ti
kolvi	kol,vi
lamentarci	lamentar,ci
lamentargli	lamentar,gli
lamentargliela	lamentar,glie,la
lamentarglieli	lamentar,glie,li
lamentarglielo	lamentar,glie,lo
lamentargliene	lamentar,glie,ne
lamentarl'	lamentar,l'
lamentarla	lamentar,la
lamentarle	lamentar,le
lamentarli	lamentar,li
lamentarlo	lamentar,lo
lamentarmene	lamentar,me,ne
lamentarmi	lamentar,mi
lamentarne	lamentar,ne
lamentarsela	lamentar,se,la
lamentarsele	lamentar,se,le
lamentarseli	lamentar,se,li
lamentarselo	lamentar,se,lo
lamentarsene	lamentar,se,ne
lamentarsi	lamentar,si
lamentarti	lamentar,ti
lamentarvi	lamentar,vi
lasciaci	lascia,ci
lasciagli	lascia,gli
lasciagliela	lascia,glie,la
lasciaglieli	lascia,glie,li
lasciaglielo	lascia,glie,lo
lasciagliene	lascia,glie,ne
lascial'	lascia,l'
lasciala	lascia,la
lasciale	lascia,le
lasciali	lascia,li
lascialo	lascia,lo
lasciamene	lascia,me,ne
lasciami	lascia,mi
lasciamoci	lasciamo,ci
lasciamogli	lasciamo,gli
lasciamogliela	lasciamo,glie,la
lasciamoglieli	lasciamo,glie,li
lasciamoglielo	lasciamo,glie,lo
lasciamogliene	lasciamo,glie,ne
lasciamol'	lasciamo,l'
lasciamola	lasciamo,la
lasciamole	lasciamo,le
lasciamoli	lasciamo,li
lasciamolo	lasciamo,lo
lasciamomene	lasciamo,me,ne
lasciamomi	lasciamo,mi
lasciamone	lasciamo,ne
lasciamosela	lasciamo,se,la
lasciamosele	lasciamo,se,le
lasciamoseli	lasciamo,se,li
lasciamoselo	lasciamo,se,lo
lasciamosene	lasciamo,se,ne
lasciamosi	lasciamo,si
lasciamoti	lasciamo,ti
lasciamovi	lasciamo,vi
lasciandoci	lasciando,ci
lasciandogli	lasciando,gli
lasciandogliela	lasciando,glie,la
lasciandoglieli	lasciando,glie,li
lasciandoglielo	lasciando,glie,lo
lasciandogliene	lasciando,glie,ne
lasciandol'	lasciando,l'
lasciandola	lasciando,la
lasciandole	lasciando,le
lasciandoli	lasciando,li
lasciandolo	lasciando,lo
lasciandomene	lasciando,me,ne
lasciandomi	lasciando,mi
lasciandone	lasciando,ne
lasciandosela	lasciando,se,la
lasciandosele	lasciando,se,le
lasciandoseli	lasciando,se,li
lasciandoselo	lasciando,se,lo
lasciandosene	lasciando,se,ne
lasciandosi	lasciando,si
lasciandoti	lasciando,ti
lasciandovi	lasciando,vi
lasciane	lascia,ne
lasciarci	lasciar,ci
lasciargli	lasciar,gli
lasciargliela	lasciar,glie,la
lasciarglieli	lasciar,glie,li
lasciarglielo	lasciar,glie,lo
lasciargliene	lasciar,glie,ne
lasciarl'	lasciar,l'
lasciarla	lasciar,la
lasciarle	lasciar,le
lasciarli	lasciar,li
lasciarlo	lasciar,lo
lasciarmene	lasciar,me,ne
lasciarmi	lasciar,mi
lasciarne	lasciar,ne
lasciarsela	lasciar,se,la
lasciarsele	lasciar,se,le
lasciarseli	lasciar,se,li
lasciarselo	lasciar,se,lo
lasciarsene	lasciar,se,ne
lasciarsi	lasciar,si
lasciarti	lasciar,ti
lasciarvi	lasciar,vi
lasciasela	lascia,se,la
lasciasele	lascia,se,le
lasciaseli	lascia,se,li
lasciaselo	lascia,se,lo
lasciasene	lascia,se,ne
lasciasi	lascia,si
lasciataci	lasciata,ci
lasciatagli	lasciata,gli
lasciatagliela	lasciata,glie,la
lasciataglieli	lasciata,glie,li
lasciataglielo	lasciata,glie,lo
lasciatagliene	lasciata,glie,ne
lasciatal'	lasciata,l'
lasciatala	lasciata,la
lasciatale	lasciata,le
lasciatali	lasciata,li
lasciatalo	lasciata,lo
lasciatamene	lasciata,me,ne
lasciatami	lasciata,mi
lasciatane	lasciata,ne
lasciatasela	lasciata,se,la
lasciatasele	lasciata,se,le
lasciataseli	lasciata,se,li
lasciataselo	lasciata,se,lo
lasciatasene	lasciata,se,ne
lasciatasi	lasciata,si
lasciatati	lasciata,ti
lasciatavi	lasciata,vi
lasciateci	lasciate,ci
lasciategli	lasciate,gli
lasciategliela	lasciate,glie,la
lasciateglieli	lasciate,glie,li
lasciateglielo	lasciate,glie,lo
lasciategliene	lasciate,glie,ne
lasciatel'	lasciate,l'
lasciatela	lasciate,la
lasciatele	lasciate,le
lasciateli	lasciate,li
lasciatelo	lasciate,lo
lasciatemene	lasciate,me,ne
lasciatemi	lasciate,mi
lasciatene	lasciate,ne
lasciatesela	lasciate,se,la
lasciatesele	lasciate,se,le
lasciateseli	lasciate,se,li
lasciateselo	lasciate,se,lo
lasciatesene	lasciate,se,ne
lasciatesi	lasciate,si
lasciateti	lasciate,ti
lasciatevi	lasciate,vi
lasciati	lascia,ti
lasciavi	lascia,vi
laurearci	laurear,ci
laureargli	laurear,gli
laureargliela	laurear,glie,la
laurearglieli	laurear,glie,li
laurearglielo	laurear,glie,lo
laureargliene	laurear,glie,ne
laurearl'	laurear,l'
laurearla	laurear,la
laurearle	laurear,le
laurearli	laurear,li
laurearlo	laurear,lo
laurearmene	laurear,me,ne
laurearmi	laurear,mi
laurearne	laurear,ne
laurearsela	laurear,se,la
laurearsele	laurear,se,le
laurearseli	laurear,se,li
laurearselo	laurear,se,lo
laurearsene	laurear,se,ne
laurearsi	laurear,si
laurearti	laurear,ti
laurearvi	laurear,vi
lavarci	lavar,ci
lavargli	lavar,gli
lavargliela	lavar,glie,la
lavarglieli	lavar,glie,li
lavarglielo	lavar,glie,lo
lavargliene	lavar,glie,ne
lavarl'	lavar,l'
lavarla	lavar,la
lavarle	lavar,le
lavarli	lavar,li
lavarlo	lavar,lo
lavarmene	lavar,me,ne
lavarmi	lavar,mi
lavarne	lavar,ne
lavarsela	lavar,se,la
lavarsele	lavar,se,le
lavarseli	lavar,se,li
lavarselo	lavar,se,lo
lavarsene	lavar,se,ne
lavarsi	lavar,si
lavarti	lavar,ti
lavarvi	lavar,vi
laviamoci	laviamo,ci
laviamogli	laviamo,gli
laviamogliela	laviamo,glie,la
laviamoglieli	laviamo,glie,li
laviamoglielo	laviamo,glie,lo
laviamogliene	laviamo,glie,ne
laviamol'	laviamo,l'
laviamola	laviamo,la
laviamole	laviamo,le
laviamoli	laviamo,li
laviamolo	laviamo,lo
laviamomene	laviamo,me,ne
laviamomi	laviamo,mi
laviamone	laviamo,ne
laviamosela	laviamo,se,la
laviamosele	laviamo,se,le
laviamoseli	laviamo,se,li
laviamoselo	laviamo,se,lo
laviamosene	laviamo,se,ne
laviamosi	laviamo,si
laviamoti	laviamo,ti
laviamovi	laviamo,vi
leggerci	legger,ci
leggergli	legger,gli
leggergliela	legger,glie,la
leggerglieli	legger,glie,li
leggerglielo	legger,glie,lo
leggergliene	legger,glie,ne
leggerl'	legger,l'
leggerla	legger,la
leggerle	legger,le
leggerli	legger,li
leggerlo	legger,lo
leggermene	legger,me,ne
